key,HASH(key)
538,4632770162676727808
539,1109755535484780544
540,6810112945147084800
541,3287098317955137536
542,8987455727617441792
543,5464441100425494528
544,1941426473233022976
545,7641783882895851520
546,4118769255703379968
547,595754628511432704
548,6296112038173736960
549,2773097410981789696
550,8473454820644093952
551,4950440193452146688
552,1427425566259675136
553,7127782975922503680
554,3604768348730032128
555,81753721538084864
556,5782111131200389120
557,2259096504008441856
558,7959453913670746112
559,4436439286478798848
560,913424659286327296
561,6613782068949155840
562,3090767441756684288
563,8791124851419512832
564,5268110224227041280
565,1745095597035094016
566,7445453006697398272
567,3922438379505451008
568,399423752312979456
569,6099781161975808000
570,2576766534783336448
571,8277123944446164992
572,4754109317253693440
573,1231094690061746176
574,6931452099724050432
575,3408437472532103168
576,9108794882194407424
577,5585780255002460160
578,2062765627809988608
579,7763123037472817152
580,4240108410280345600
581,717093783088398336
582,6417451192750702592
583,2894436565558755328
584,8594793975221059584
585,5071779348029112320
586,1548764720836640768
587,7249122130499469312
588,3726107503306997760
589,203092876115050496
590,5903450285777354752
591,2380435658585407488
592,8080793068247711744
593,4557778441055764480
594,1034763813863292928
595,6735121223526121472
596,3212106596333649920
597,8912464005996478464
598,5389449378804531200
599,1866434751612059648
600,7566792161274888192
601,4043777534082416640
602,520762906890469376
603,6221120316552773632
604,2698105689360826368
605,8398463099023130624
606,4875448471831183360
607,1352433844638711808
608,7052791254301540352
609,3529776627109068800
610,6761999917121536
611,5707119409579425792
612,2184104782387478528
613,7884462192049782784
614,4361447564857835520
615,838432937665363968
616,6538790347328192512
617,3015775720135720960
618,8716133129798549504
619,5193118502606077952
620,1670103875414130688
621,7370461285076434944
622,3847446657884487680
623,324432030692016128
624,6024789440354844672
625,2501774813162373120
626,8202132222825201664
627,4679117595632730112
628,1156102968440782848
629,6856460378103087104
630,3333445750911139840
631,9033803160573444096
632,5510788533381496832
633,1987773906189025280
634,7688131315851853824
635,4165116688659382272
636,642102061467435008
637,6342459471129739264
638,2819444843937792000
639,8519802253600096256
640,4996787626408148992
641,1473772999215677440
642,7174130408878505984
643,3651115781686034432
644,128101154494087168
645,5828458564156391424
646,2305443936964444160
647,8005801346626748416
648,4482786719434801152
649,959772092242329600
650,6660129501905158144
651,3137114874712686592
652,8837472284375515136
653,5314457657183043584
654,1791443029991096320
655,7491800439653400576
656,3968785812461453312
657,445771185268981760
658,6146128594931810304
659,2623113967739338752
660,8323471377402167296
661,4800456750209695744
662,1277442123017748480
663,6977799532680052736
664,3454784905488105472
665,9155142315150409728
666,5632127687958462464
667,2109113060765990912
668,7809470470428819456
669,4286455843236347904
670,763441216044400640
671,6463798625706704896
672,2940783998514757632
673,8641141408177061888
674,5118126780985114624
675,1595112153792643072
676,7295469563455471616
677,3772454936263000064
678,249440309071052800
679,5949797718733357056
680,2426783091541409792
681,8127140501203714048
682,4604125874011766784
683,1081111246819819520
684,6781468656482123776
685,3258454029290176512
686,8958811438952480768
687,5435796811760533504
688,1912782184568061952
689,7613139594230890496
690,4090124967038418944
691,567110339846471680
692,6267467749508775936
693,2744453122316828672
694,8444810531979132928
695,4921795904787185664
696,1398781277594714112
697,7099138687257542656
698,3576124060065071104
699,53109432873123840
700,5753466842535428096
701,2230452215343480832
702,7930809625005785088
703,4407794997813837824
704,884780370621366272
705,6585137780284194816
706,3062123153091723264
707,8762480562754551808
708,5239465935562080256
709,1716451308370132992
710,7416808718032437248
711,3893794090840489984
712,370779463648018432
713,6071136873310846976
714,2548122246118375424
715,8248479655781203968
716,4725465028588732416
717,1202450401396785152
718,6902807811059089408
719,3379793183867142144
720,9080150593529446400
721,5557135966337499136
722,2034121339145027584
723,7734478748807856128
724,4211464121615384576
725,688449494423437312
726,6388806904085741568
727,2865792276893794304
728,8566149686556098560
729,5043135059364151296
730,1520120432171679744
731,7220477841834508288
732,3697463214642036736
733,174448587450089472
734,5874805997112393728
735,2351791369920446464
736,8052148779582750720
737,4529134152390803456
738,1006119525198331904
739,6706476934861160448
740,3183462307668688896
741,8883819717331517440
742,5360805090139045888
743,1837790462947098624
744,7538147872609402880
745,4015133245417455616
746,492118618224984064
747,6192476027887812608
748,2669461400695341056
749,8369818810358169600
750,4846804183165698048
751,1323789555973750784
752,7024146965636055040
753,3501132338444107776
754,9201489748106412032
755,5678475120914464768
756,2155460493721993216
757,7855817903384821760
758,4332803276192350208
759,809788649000402944
760,6510146058662707200
761,2987131431470759936
762,8687488841133064192
763,5164474213941116928
764,1641459586748645376
765,7341816996411473920
766,3818802369219002368
767,295787742027055104
768,5996145151689359360
769,2473130524497412096
770,8173487934160240640
771,4650473306967769088
772,1127458679775821824
773,6827816089438126080
774,3304801462246178816
775,9005158871908483072
776,5482144244716535808
777,1959129617524064256
778,7659487027186892800
779,4136472399994421248
780,613457772802473984
781,6313815182464778240
782,2790800555272830976
783,8491157964935135232
784,4968143337743187968
785,1445128710550716416
786,7145486120213544960
787,3622471493021073408
788,99456865829126144
789,5799814275491430400
790,2276799648299483136
791,7977157057961787392
792,4454142430769840128
793,931127803577368576
794,6631485213240197120
795,3108470586047725568
796,8808827995710554112
797,5285813368518082560
798,1762798741326135296
799,7463156150988439552
800,3940141523796492288
801,417126896604020736
802,6117484306266849280
803,2594469679074377728
804,8294827088737206272
805,4771812461544734720
806,1248797834352787456
807,6949155244015091712
808,3426140616823144448
809,9126498026485448704
810,5603483399293501440
811,2080468772101029888
812,7780826181763858432
813,4257811554571386880
814,734796927379439616
815,6435154337041743872
816,2912139709849796608
817,8612497119512100864
818,5089482492320153600
819,1566467865127682048
820,7266825274790510592
821,3743810647598039040
822,220796020406091776
823,5921153430068396032
824,2398138802876448768
825,8098496212538753024
826,4575481585346805760
827,1052466958154334208
828,6752824367817162752
829,3229809740625215488
830,8930167150287519744
831,5407152523095048192
832,1884137895902576640
833,7584495305565929472
834,4061480678373457920
835,538466051180986368
836,6238823460843290624
837,2715808833651867648
838,8416166243314171904
839,4893151616121700352
840,1370136988929228800
841,7070494398592581632
842,3547479771400110080
843,24465144207638528
844,5724822553869942784
845,2201807926678519808
846,7902165336340824064
847,4379150709148352512
848,856136081955880960
849,6556493491619233792
850,3033478864426762240
851,8733836274089066496
852,5210821646896594944
853,1687807019705171968
854,7388164429367476224
855,3865149802175004672
856,342135174983581696
857,6042492584645885952
858,2519477957453414400
859,8219835367115718656
860,4696820739924295680
861,1173806112731824128
862,6874163522394128384
863,3351148895201656832
864,9051506304865009664
865,5528491677672538112
866,2005477050480066560
867,7705834460142370816
868,4182819832950947840
869,659805205758476288
870,6360162615420780544
871,2837147988228308992
872,8537505397891661824
873,5014490770699190272
874,1491476143506718720
875,7191833553169022976
876,3668818925977600000
877,145804298785128448
878,5846161708447432704
879,2323147081254961152
880,8023504490918313984
881,4500489863725842432
882,977475236533370880
883,6677832646195675136
884,3154818019004252160
885,8855175428666556416
886,5332160801474084864
887,1809146174281613312
888,7509503583944966144
889,3986488956752494592
890,463474329560023040
891,6163831739222327296
892,2640817112030904320
893,8341174521693208576
894,4818159894500737024
895,1295145267308265472
896,6995502676971618304
897,3472488049779146752
898,9172845459441451008
899,5649830832248979456
900,2126816205057556480
901,7827173614719860736
902,4304158987527389184
903,781144360334917632
904,6481501769998270464
905,2958487142805798912
906,8658844552468103168
907,5135829925275631616
908,1612815298084208640
909,7313172707746512896
910,3790158080554041344
911,267143453361569792
912,5967500863024922624
913,2444486235832451072
914,8144843645494755328
915,4621829018302283776
916,1098814391110860800
917,6799171800773165056
918,3276157173580693504
919,8976514583242997760
920,5453499956051574784
921,1930485328859103232
922,7630842738521407488
923,4107828111328935936
924,584813484137512960
925,6285170893799817216
926,2762156266607345664
927,8462513676269649920
928,4939499049078226944
929,1416484421885755392
930,7116841831548059648
931,3593827204355588096
932,70812577164165120
933,5771169986826469376
934,2248155359633997824
935,7948512769296302080
936,4425498142104879104
937,902483514912407552
938,6602840924574711808
939,3079826297383288832
940,8780183707045593088
941,5257169079853121536
942,1734154452660649984
943,7434511862324002816
944,3911497235131531264
945,388482607939059712
946,6088840017601363968
947,2565825390409940992
948,8266182800072245248
949,4743168172879773696
950,1220153545687302144
951,6920510955350654976
952,3397496328158183424
953,9097853737820487680
954,5574839110628016128
955,2051824483436593152
956,7752181893098897408
957,4229167265906425856
958,706152638713954304
959,6406510048377307136
960,2883495421184835584
961,8583852830847139840
962,5060838203654668288
963,1537823576463245312
964,7238180986125549568
965,3715166358933078016
966,192151731740606464
967,5892509141403959296
968,2369494514211487744
969,8069851923873792000
970,4546837296681320448
971,1023822669489897472
972,6724180079152201728
973,3201165451959730176
974,8901522861622034432
975,5378508234430611456
976,1855493607238139904
977,7555851016900444160
978,4032836389707972608
979,509821762516549632
980,6210179172178853888
981,2687164544986382336
982,8387521954648686592
983,4864507327457263616
984,1341492700264792064
985,7041850109927096320
986,3518835482734624768
987,9219192892397977600
988,5696178265205506048
989,2173163638013034496
990,7873521047675338752
991,4350506420483915776
992,827491793291444224
993,6527849202953748480
994,3004834575761276928
995,8705191985424629760
996,5182177358232158208
997,1659162731039686656
998,7359520140701990912
999,3836505513510567936
1000,313490886318096384
1001,6013848295980400640
1002,2490833668787929088
1003,8191191078451281920
1004,4668176451258810368
1005,1145161824066338816
1006,6845519233728643072
1007,3322504606537220096
1008,9022862016199524352
1009,5499847389007052800
1010,1976832761814581248
1011,7677190171477934080
1012,4154175544285462528
1013,631160917092990976
1014,6331518326755295232
1015,2808503699563872256
1016,8508861109226176512
1017,4985846482033704960
1018,1462831854841233408
1019,7163189264504586240
1020,3640174637312114688
1021,117160010119643136
1022,5817517419781947392
1023,2294502792590524416
1024,7994860202252828672
1025,4471845575060357120
1026,948830947868934144
1027,6649188357531238400
1028,3126173730338766848
1029,8826531140001071104
1030,5303516512809648128
1031,1780501885617176576
1032,7480859295279480832
1033,3957844668087009280
1034,434830040895586304
1035,6135187450557890560
1036,2612172823365419008
1037,8312530233027723264
1038,4789515605836300288
1039,1266500978643828736
1040,6966858388306132992
1041,3443843761113661440
1042,9144201170777014272
1043,5621186543584542720
1044,2098171916392071168
1045,7798529326054375424
1046,4275514698862952448
1047,752500071670480896
1048,6452857481332785152
1049,2929842854140313600
1050,8630200263803666432
1051,5107185636611194880
1052,1584171009418723328
1053,7284528419081027584
1054,3761513791889604608
1055,238499164697133056
1056,5938856574359437312
1057,2415841947166965760
1058,8116199356830318592
1059,4593184729637847040
1060,1070170102445375488
1061,6770527512107679744
1062,3247512884916256768
1063,8947870294578561024
1064,5424855667386089472
1065,1901841040193617920
1066,7602198449856970752
1067,4079183822664499200
1068,556169195472027648
1069,6256526605134331904
1070,2733511977942908928
1071,8433869387605213184
1072,4910854760412741632
1073,1387840133220270080
1074,7088197542883622912
1075,3565182915691151360
1076,42168288498679808
1077,5742525698160984064
1078,2219511070969561088
1079,7919868480631865344
1080,4396853853439393792
1081,873839226246922240
1082,6574196635910275072
1083,3051182008717803520
1084,8751539418380107776
1085,5228524791187636224
1086,1705510163996213248
1087,7405867573658517504
1088,3882852946466045952
1089,359838319273574400
1090,6060195728936927232
1091,2537181101744455680
1092,8237538511406759936
1093,4714523884214288384
1094,1191509257022865408
1095,6891866666685169664
1096,3368852039492698112
1097,9069209449155002368
1098,5546194821963579392
1099,2023180194771107840
1100,7723537604433412096
1101,4200522977240940544
1102,677508350049517568
1103,6377865759711821824
1104,2854851132519350272
1105,8555208542181654528
1106,5032193914990231552
1107,1509179287797760000
1108,7209536697460064256
1109,3686522070267592704
1110,163507443076169728
1111,5863864852738473984
1112,2340850225546002432
1113,8041207635209355264
1114,4518193008016883712
1115,995178380824412160
1116,6695535790486716416
1117,3172521163295293440
1118,8872878572957597696
1119,5349863945765126144
1120,1826849318572654592
1121,7527206728236007424
1122,4004192101043535872
1123,481177473851064320
1124,6181534883513368576
1125,2658520256321945600
1126,8358877665984249856
1127,4835863038791778304
1128,1312848411599306752
1129,7013205821262659584
1130,3490191194070188032
1131,9190548603732492288
1132,5667533976540020736
1133,2144519349348597760
1134,7844876759010902016
1135,4321862131818430464
1136,798847504625958912
1137,6499204914289311744
1138,2976190287096840192
1139,8676547696759144448
1140,5153533069566672896
1141,1630518442375249920
1142,7330875852037554176
1143,3807861224845082624
1144,284846597652611072
1145,5985204007315963904
1146,2462189380123492352
1147,8162546789785796608
1148,4639532162593325056
1149,1116517535401902080
1150,6816874945064206336
1151,3293860317871734784
1152,8994217727534039040
1153,5471203100342616064
1154,1948188473150144512
1155,7648545882812448768
1156,4125531255619977216
1157,602516628428554240
1158,6302874038090858496
1159,2779859410898386944
1160,8480216820560691200
1161,4957202193369268224
1162,1434187566176796672
1163,7134544975839100928
1164,3611530348646629376
1165,88515721455206400
1166,5788873131117510656
1167,2265858503925039104
1168,7966215913587343360
1169,4443201286395920384
1170,920186659203448832
1171,6620544068865753088
1172,3097529441673281536
1173,8797886851336634368
1174,5274872224144162816
1175,1751857596951691264
1176,7452215006613995520
1177,3929200379422572544
1178,406185752230100992
1179,6106543161892405248
1180,2583528534699933696
1181,8283885944363286528
1182,4760871317170814976
1183,1237856689978343424
1184,6938214099640647680
1185,3415199472449224704
1186,9115556882111528960
1187,5592542254919057408
1188,2069527627726585856
1189,7769885037389938688
1190,4246870410197467136
1191,723855783004995584
1192,6424213192667299840
1193,2901198565475876864
1194,8601555975138181120
1195,5078541347945709568
1196,1555526720754286592
1197,7255884130416590848
1198,3732869503224119296
1199,209854876031647744
1200,5910212285695000576
1201,2387197658502529024
1202,8087555068164833280
1203,4564540440972361728
1204,1041525813780938752
1205,6741883223443243008
1206,3218868596250771456
1207,8919226005913075712
1208,5396211378721652736
1209,1873196751529181184
1210,7573554161191485440
1211,4050539533999013888
1212,527524906807590912
1213,6227882316469895168
1214,2704867689277423616
1215,8405225098939727872
1216,4882210471748304896
1217,1359195844555833344
1218,7059553254218137600
1219,3536538627025666048
1220,13523999834243072
1221,5713881409496547328
1222,2190866782304075776
1223,7891224191966380032
1224,4368209564774957056
1225,845194937582485504
1226,6545552347244789760
1227,3022537720052318208
1228,8722895129715671040
1229,5199880502523199488
1230,1676865875330727936
1231,7377223284993032192
1232,3854208657801609216
1233,331194030609137664
1234,6031551440271441920
1235,2508536813078970368
1236,8208894222742323200
1237,4685879595549851648
1238,1162864968357380096
1239,6863222378019684352
1240,3340207750828261376
1241,9040565160490565632
1242,5517550533298094080
1243,1994535906105622528
1244,7694893315768975360
1245,4171878688576503808
1246,648864061384032256
1247,6349221471046336512
1248,2826206843854913536
1249,8526564253517217792
1250,5003549626324746240
1251,1480534999132274688
1252,7180892408795627520
1253,3657877781603155968
1254,134863154410684416
1255,5835220564072988672
1256,2312205936881565696
1257,8012563346543869952
1258,4489548719351398400
1259,966534092158926848
1260,6666891501822279680
1261,3143876874629808128
1262,8844234284292112384
1263,5321219657099640832
1264,1798205029908217856
1265,7498562439570522112
1266,3975547812378050560
1267,452533185185579008
1268,6152890594848931840
1269,2629875967656460288
1270,8330233377318764544
1271,4807218750126292992
1272,1284204122934870016
1273,6984561532597174272
1274,3461546905404702720
1275,9161904315067006976
1276,5638889687875584000
1277,2115875060683112448
1278,7816232470345416704
1279,4293217843152945152
1280,770203215961522176
1281,6470560625623826432
1282,2947545998431354880
1283,8647903408094707712
1284,5124888780902236160
1285,1601874153709764608
1286,7302231563372068864
1287,3779216936180645888
1288,256202308988174336
1289,5956559718650478592
1290,2433545091458007040
1291,8133902501121359872
1292,4610887873928888320
1293,1087873246736416768
1294,6788230656398721024
1295,3265216029207298048
1296,8965573438869602304
1297,5442558811677130752
1298,1919544184484659200
1299,7619901594148012032
1300,4096886966955540480
1301,573872339763068928
1302,6274229749425373184
1303,2751215122233950208
1304,8451572531896254464
1305,4928557904703782912
1306,1405543277511311360
1307,7105900687174664192
1308,3582886059982192640
1309,59871432789721088
1310,5760228842452025344
1311,2237214215260602368
1312,7937571624922906624
1313,4414556997730435072
1314,891542370537963520
1315,6591899780201316352
1316,3068885153008844800
1317,8769242562671149056
1318,5246227935478677504
1319,1723213308287254528
1320,7423570717949558784
1321,3900556090757087232
1322,377541463564615680
1323,6077898873227968512
1324,2554884246035496960
1325,8255241655697801216
1326,4732227028505329664
1327,1209212401313906688
1328,6909569810976210944
1329,3386555183783739392
1330,9086912593446043648
1331,5563897966254620672
1332,2040883339062149120
1333,7741240748724453376
1334,4218226121531981824
1335,695211494340558848
1336,6395568904002863104
1337,2872554276810391552
1338,8572911686472695808
1339,5049897059281272832
1340,1526882432088801280
1341,7227239841751105536
1342,3704225214558633984
1343,181210587367211008
1344,5881567997029515264
1345,2358553369837043712
1346,8058910779499347968
1347,4535896152307924992
1348,1012881525115453440
1349,6713238934777757696
1350,3190224307585286144
1351,8890581717248638976
1352,5367567090056167424
1353,1844552462863695872
1354,7544909872526000128
1355,4021895245334577152
1356,498880618142105600
1357,6199238027804409856
1358,2676223400611938304
1359,8376580810275291136
1360,4853566183082819584
1361,1330551555890348032
1362,7030908965552652288
1363,3507894338361229312
1364,9208251748023533568
1365,5685237120831062016
1366,2162222493639639040
1367,7862579903301943296
1368,4339565276109471744
1369,816550648917000192
1370,6516908058580353024
1371,2993893431387881472
1372,8694250841050185728
1373,5171236213857714176
1374,1648221586666291200
1375,7348578996328595456
